191.376701,21.026034,-6.826318,-11.857290,1.111431,-34.057187,23.523544,-5.697504,-33.512549,5.019673,-4.087005,2.155622,42.350161,-7.739058,6.300891,13.048330,-13.539643,1.578470,-22.443663,-13.504365,-29.437515,-25.408365,15.685600,-8.984368,-0.656857,25.768401,22.953803,-0.765065,9.718556,-7.086632,13.015414,-1.975083,-7.778238,-8.623919,-32.908599,4.182108,1.132736,-29.219425,13.561565,10.927912,-2.083423,3.162424,21.742822,-10.720735,-6.470355,-5.898345,1.798449,-4.915493,-6.785244,8.946979
21.026034,219.349472,-8.920606,-10.080490,4.457648,-24.803805,13.159154,34.087775,11.345328,-4.385411,19.394742,-44.288760,10.867025,-34.196670,18.769378,-9.302189,0.682342,-10.695565,-38.952540,-10.655499,11.431685,-36.478908,-31.426786,-14.639619,-19.075591,8.328677,15.189060,-6.512633,18.206334,-26.947826,-13.518618,-32.935371,-47.458031,12.013415,-14.408840,4.862294,-16.685301,5.098461,21.722063,41.290464,-10.419449,-14.150835,1.123313,9.636403,-13.298878,-8.905635,6.750590,6.642260,-0.264951,22.822590
-6.826318,-8.920606,193.491505,34.520465,10.483060,-10.097751,-11.240688,2.224638,-13.129264,9.339588,-1.012533,12.304406,-1.505218,27.629223,-1.996855,-9.260509,4.418498,-23.244700,32.004880,20.518129,13.317363,-3.471476,14.354116,-23.333173,41.840798,-15.087747,12.538509,-1.239891,-28.559858,27.527123,-9.040099,53.070375,31.084443,17.428499,55.510345,-32.428033,13.193587,-29.065679,26.810775,15.426327,2.559832,-9.319669,-30.825014,-3.153454,5.342417,-16.882778,-19.628967,4.387541,20.959152,-2.379704
-11.857290,-10.080490,34.520465,169.448345,-24.107806,-4.979984,2.001055,-7.550965,7.127417,10.801543,11.713864,-7.977001,-22.382254,-0.214521,12.465970,-14.987975,-8.589256,2.792195,-27.689919,3.649811,22.454123,-6.250380,18.178078,25.424481,-0.772880,-26.414794,-11.414076,-18.362773,18.763537,24.123325,0.427908,26.022702,32.400176,-15.664484,18.635526,-27.565434,-8.532463,-11.621045,-36.218444,-0.388500,25.628328,33.366767,18.079924,12.440408,-2.005020,17.311939,14.242937,17.729545,8.017809,-20.719568
1.111431,4.457648,10.483060,-24.107806,192.660402,15.673273,4.827887,-4.084759,6.657645,-5.868273,-2.435721,33.444244,9.559759,-20.331399,-12.549460,22.100088,50.361186,23.744035,1.527969,19.310858,10.868232,23.961723,-18.229269,14.182264,23.628421,-2.221792,0.158446,14.090907,-35.913824,5.132976,-5.685585,29.135908,-9.981180,23.704089,-20.911208,8.987995,-12.084125,-0.186353,13.246679,15.175554,4.059886,20.641388,-35.311907,14.598912,-26.811426,7.518880,-12.206337,21.328159,7.534027,11.473765
-34.057187,-24.803805,-10.097751,-4.979984,15.673273,231.921283,-21.594481,-6.438796,8.533767,2.731024,-9.729773,45.954141,-27.404142,-9.259844,32.622441,-7.939274,16.724118,17.944599,-12.769020,15.267399,33.140464,-3.867618,14.183092,45.403790,14.248532,-29.785345,-20.225387,-37.348059,-4.279878,19.744057,-17.140557,-12.631718,-14.323469,10.700514,-4.511860,-16.398850,21.256244,10.599532,-12.585265,-28.792212,19.588644,-16.932347,-32.676092,-17.131303,-49.572064,36.137723,-10.125586,-16.608129,1.154321,-10.597354
23.523544,13.159154,-11.240688,2.001055,4.827887,-21.594481,194.316266,-24.129739,4.946985,-28.230057,-11.246499,16.269820,20.639454,-33.358734,0.466146,-15.477168,23.790064,-3.475545,-25.540361,-32.201796,16.244454,9.722079,19.964638,-5.543323,4.759278,26.106740,25.026298,-26.207351,-9.876994,-3.685782,-3.591932,29.874648,31.475252,-10.629340,-4.120435,-12.393519,1.984979,-22.504364,-17.833565,-7.218198,-11.638232,22.708977,4.996620,-8.585517,2.468981,23.258276,1.851409,2.392079,23.033388,20.702453
-5.697504,34.087775,2.224638,-7.550965,-4.084759,-6.438796,-24.129739,209.903970,0.352874,-3.679782,6.861252,-12.395265,16.782135,1.760183,7.330714,11.521112,-8.808854,1.416220,4.848327,28.384755,33.145165,-17.953287,-21.674961,-57.752210,-5.029197,10.434880,-23.761063,21.654199,-44.309716,-24.184738,31.902059,-20.964611,-18.085010,-9.304130,17.275755,2.128417,-45.590289,7.717711,-4.056852,20.666427,-1.939308,12.454768,6.013114,20.867385,-18.956580,28.499497,-15.170360,-22.467225,5.936352,20.603816
-33.512549,11.345328,-13.129264,7.127417,6.657645,8.533767,4.946985,0.352874,164.291807,-18.920289,-20.652201,-2.223699,-10.984413,-12.063045,11.947427,-11.213054,19.047366,-16.161363,5.126053,6.066996,36.425959,-11.291126,3.541506,11.632733,-33.508499,-6.484169,-7.194490,-5.733612,-1.888586,-39.791892,-2.081540,0.438226,4.418288,16.817348,-8.629815,6.597083,-28.677101,-15.312434,3.436643,3.204091,3.449240,1.333847,11.253669,42.559781,-5.011791,10.381248,2.731545,2.854867,-0.029135,27.456500
5.019673,-4.385411,9.339588,10.801543,-5.868273,2.731024,-28.230057,-3.679782,-18.920289,182.004382,-28.994045,10.748823,12.520066,15.685351,8.588370,1.695914,1.196773,13.283331,-20.814773,22.246846,50.440246,-21.132648,6.574315,-11.708245,4.282272,3.167964,-2.637573,20.785753,-9.597704,21.197819,-19.882948,18.514791,-7.599849,-6.130940,50.659873,32.926427,6.132854,-5.495821,-27.815114,15.772923,-20.377305,9.231282,13.780688,3.537453,-35.346475,-34.624524,-15.189262,-46.202769,28.175832,-5.741704
-4.087005,19.394742,-1.012533,11.713864,-2.435721,-9.729773,-11.246499,6.861252,-20.652201,-28.994045,157.826029,-1.188823,22.802127,30.653253,7.626661,-9.393153,-27.958671,8.986520,-13.985966,-26.900298,-18.358750,8.992004,-17.640272,10.996447,41.102918,-44.949771,4.869684,-12.970974,30.069037,21.669027,-14.591626,-26.159081,-8.990673,-11.543274,-5.948017,-36.349220,-0.241500,6.699793,12.373298,22.129012,25.588111,19.045597,9.765880,10.996225,29.598572,2.762965,15.385798,7.261737,-21.383837,-6.114623
2.155622,-44.288760,12.304406,-7.977001,33.444244,45.954141,16.269820,-12.395265,-2.223699,10.748823,-1.188823,205.512037,0.966844,19.206277,3.351839,-20.099315,-4.042131,-17.623985,23.098830,-21.305923,3.291095,19.902947,12.396506,24.464345,25.840638,-40.294508,0.846797,-12.180913,-31.969109,30.032561,-22.554032,19.882470,9.183170,-36.614163,13.147294,-12.028481,1.451768,42.282355,12.580546,-24.811921,4.913692,-28.051451,-4.497819,-16.241245,-19.523651,10.480459,-10.168549,-10.413955,-13.083566,15.712089
42.350161,10.867025,-1.505218,-22.382254,9.559759,-27.404142,20.639454,16.782135,-10.984413,12.520066,22.802127,0.966844,234.800318,-9.634690,17.976477,-12.555879,-15.249979,4.095924,-2.152699,3.440836,-24.862320,18.746563,-2.345662,-7.593561,42.171908,-11.398443,12.347731,18.968771,-22.001817,38.795196,2.141971,-11.457265,1.300033,54.090669,6.923205,20.473471,15.901448,-15.650923,7.869254,-6.680452,30.503605,47.635594,14.398195,6.202851,21.534113,16.830735,-24.603917,-25.567844,-12.374997,-11.264479
